Year,average_rain,pesticides_tonnes,avg_temp,Area,Item,hg/ha_yield
2024,203.99203920509134,963.2670340227837,19.963592859134565,Albania,Rice,1.8663582176593814
2003,2248.9616702435646,3166.343506334154,14.2471668701655,Australia,Wheat,0.8571110833067193
2006,2304.8077161397537,2765.406838461534,19.576641902144466,Australia,Rice,4.178787330713501
1993,2291.5288931229575,2932.9441882707474,31.790421158221253,China,Potatoes,16.836758618982884
1991,1166.0578665093065,1519.2523453567433,19.078217762240897,China,Wheat,4.167574349975587
1995,1662.4105252712814,3202.8190963267043,33.7900890624947,Brazil,Sorghum,2.6491367743202963
1993,1207.9258508946746,4149.168256060265,33.657722480209685,Australia,Wheat,3.57622012712411
2018,244.90192008580817,4990.375555425263,13.62246648268365,China,Potatoes,12.295719311908352
2007,1774.8570355599725,4193.8374869993495,14.432781338066121,India,Sorghum,1.3869590409509378
2015,546.5298650352308,2791.9188108029375,31.56685175829723,Albania,Wheat,3.3269926265794476
2023,424.11570745603365,975.2136624829832,19.81902297311798,India,Wheat,2.175623046192338
1999,2315.3973923510043,3410.414921837906,10.109349557075234,Albania,Rice,1.4820453984105142
2003,226.61736677069575,4688.892389934311,16.846795492634275,Australia,Wheat,1.0748343334971455
2020,2885.223642104433,1067.214033264189,24.940724829889,Brazil,Potatoes,16.053827271973773
2004,1642.7150195152153,1287.4181464276196,29.9816491489992,China,Maize,9.256053974603809
1997,2952.4460059772155,753.5526316241393,13.334715427331489,China,Maize,5.568377463091995
2003,362.3932029235836,3686.241001695744,12.763534110418384,China,Maize,3.575374740046948
2012,1833.882736824557,2038.7419020840598,33.05231633930829,Australia,Potatoes,20.14024360215641
2010,1178.1157007325514,322.8512380430565,28.778709195564566,Albania,Maize,7.776312843131552
2005,2561.75097988,4376.000457536498,24.74449001945196,China,Rice,6.36976429028948
2007,1211.4236586560014,2792.7828044658077,29.2296697498982,India,Potatoes,21.89868349046208
2013,929.3652213605775,1662.1605170817754,20.721359032665962,China,Sorghum,3.091060378657694
2015,2601.148755879757,1726.4750505448737,28.961393682728165,Australia,Potatoes,14.588654230047867
2014,1249.0286566291309,1458.3535887526248,19.29507478186339,Brazil,Potatoes,21.456967964657057
2018,247.13329560957212,2282.846060239283,16.10236431231506,India,Wheat,0.6750973136136436
2004,1292.8094823501347,1691.8380255558434,28.225335532324216,China,Wheat,4.561306912138487
1990,2032.6623532306373,2744.252057312341,20.491807303931708,China,Wheat,2.705716332158898
2014,912.2067086578692,3869.8510888337582,34.53442760815487,USA,Soybean,2.9885146983974664
1996,1409.5652587904403,3375.5618043874238,18.737129557702524,Albania,Rice,5.882320222721903
1998,358.80238719023146,1479.3398948430445,33.04318551327665,India,Potatoes,10.503639486620331
2013,1846.65981623908,2648.4176475834984,33.32406371417699,USA,Potatoes,24.584390492041212
1990,2317.6257868091025,4202.229537962132,16.046323676618655,Brazil,Wheat,2.1524118581587666
1997,1357.2751719231087,350.3491113662001,29.955529539700333,Albania,Potatoes,19.188389249367415
2013,1376.651371844088,400.70336226465474,20.82686262861413,India,Sorghum,1.7055075374496707
2000,447.190996037766,2785.2886395682694,32.9381181807587,China,Potatoes,13.540172811352464
2006,765.4344206335512,3199.184490665118,21.25310681588097,India,Maize,9.518403434449933
1997,633.0908487581555,1064.9509487217615,28.60759293343415,China,Sorghum,2.286794579065398
2024,1548.7257522523062,3728.648432190675,21.674185229094945,Albania,Sorghum,2.098187496512492
2024,1681.9155146621003,3234.85425143323,15.695018892821405,China,Potatoes,23.51884264611017
2022,2857.032367595928,4617.213448499069,14.983753223617157,Brazil,Soybean,1.1809865948444738
1994,405.04821197625495,853.0814672740981,20.63577985640864,Australia,Wheat,2.3598504187960696
2017,1879.630324834132,3759.357584136473,28.887366425355374,China,Rice,7.606890556528364
1996,1674.1958765190757,427.3790220105024,25.126787129519172,Brazil,Rice,7.573640841609759
1998,1645.4526742203216,2830.8091234943086,27.215732247513582,Australia,Maize,9.169562248294655
1997,2644.846004671914,2763.9567461007377,17.05815876829856,Albania,Rice,3.9789444289343456
2001,775.5077179473622,1948.0413727872358,22.035883648940136,Albania,Rice,6.306036760190686
2023,314.1651681558401,4224.4100268661505,11.109881624233175,India,Wheat,0.5
2022,2082.360221375739,31.80951748220105,30.438310398953018,Brazil,Wheat,2.3202370803488184
2012,1166.4408995807444,2605.6952154736186,34.747304055996864,Brazil,Soybean,1.8594926559120915
2013,249.25176539506884,1093.5962136775852,20.171976565616774,USA,Maize,5.028974269669908
2024,903.8472204131587,3720.058109391,10.274091328288584,USA,Rice,5.416822268908312
2011,1066.1149678070733,224.90645726742486,14.244815988773684,Australia,Soybean,1.9275155863717228
2016,1927.1474549958778,4159.457894026073,26.31317194376047,Australia,Maize,9.62516139529358
2024,683.2402233379619,4192.080211267688,25.301982955096477,USA,Sorghum,4.151578921566873
1990,1356.5521742695144,4166.00140189348,29.696617989638597,Australia,Rice,5.611380793686098
2024,1550.9312443699312,771.3169483960226,16.347100274026705,China,Rice,6.087084288388112
2003,1485.8646958194545,3155.728527619614,29.090797888678352,USA,Wheat,5.192255132787735
1992,2927.034146666989,81.69312232511413,27.199600538091744,Brazil,Potatoes,15.079267510058411
1990,327.4118658128291,4241.333330533107,18.070362442846083,China,Maize,4.691122839026951
1994,2862.710922066718,3617.646215608016,23.63720370142405,Australia,Rice,5.6008836260767865
2015,1829.4241991832932,2660.457117187271,13.681845212458168,Albania,Maize,6.196999717372585
2003,2428.0376019155474,3655.6512511521196,21.314112585889568,India,Soybean,2.4357349750617163
2016,1405.0993304450112,480.67724229234335,32.029933488891025,USA,Soybean,3.5049218138002636
1998,1470.7460675195452,2647.9926025625127,20.52978449563477,Albania,Potatoes,18.785271337849796
2004,2662.114197244306,1463.4696941640627,30.98916766188555,Australia,Rice,3.538061536026299
2004,2708.616589617326,4863.371121482635,24.75633413149236,Brazil,Wheat,3.4781606258602964
2015,868.3288680076333,4287.01857361327,14.796917827558918,India,Rice,5.113199082280141
2002,757.8772600369309,3669.0457222115447,24.52765611744741,Albania,Maize,8.7100041993575
2021,1589.4584868358631,4669.400699896162,22.649583228926588,India,Sorghum,3.29864696186892
2021,2720.775675957537,1740.748089781714,19.9660333799096,USA,Soybean,3.4027259907183467
1993,1102.5942615372937,4505.390695951024,12.990760987901758,Australia,Maize,7.621413796332529
2019,2025.6409229495675,1632.9387782124845,20.417716596180746,Brazil,Potatoes,15.851114365841442
2012,2182.824725673683,3666.6556312588536,11.819059405990679,Australia,Soybean,1.1866679824441375
2004,2380.2890617036364,3684.720389764481,12.469226284968782,India,Wheat,0.609099560199243
2018,1778.988482178697,101.56588350592642,20.3979133233179,Albania,Soybean,2.2015084652197703
2002,1326.874499181115,1811.6878944081939,17.634537049211595,USA,Sorghum,3.1210224003492155
2021,2907.644768637124,106.96903531840445,33.13860814655558,USA,Rice,3.6957656885553734
1996,1911.7261092479876,4985.48916787514,19.392645134506765,Australia,Sorghum,2.4590674732708573
2011,2239.9825925731584,619.7618415278976,28.946453051802504,Albania,Sorghum,2.077852717322813
2017,1165.9519679484592,2718.6263692840657,23.256188159156068,Albania,Rice,6.693336583454863
1991,2075.8577068086242,3954.8756314255597,27.602141716058387,India,Soybean,2.566611694358652
1995,921.8334540595525,1014.3053752818533,16.50289957538498,Australia,Potatoes,20.321755002851777
2017,886.2713690801812,2430.4128137964085,33.54762432095823,Australia,Rice,5.440517335176084
2017,2201.2221650663937,3041.0695169965425,23.252212422860598,China,Rice,5.274685429058012
2009,1659.9052615362182,809.4217244337715,30.78310178213124,Australia,Wheat,3.4916180574083255
2019,2113.1745091826915,3894.9917449585773,19.126142336902838,USA,Soybean,2.5946136205379124
2000,954.4277740946567,1503.6889213749328,12.505283726263112,India,Rice,4.452881821870097
2017,1876.4253549588452,1063.0051509308132,26.84279119302122,Albania,Potatoes,19.82418327385421
2014,1443.014219168715,2795.86084472271,10.193991208435612,Australia,Maize,5.818353460918336
2022,1871.4888031674782,2057.46500193826,21.882324414137706,India,Soybean,3.2444541784850918
1990,1014.4632502838142,4602.226863735725,14.820047566661481,Australia,Wheat,2.4121770242491394
2016,2203.262698217547,4401.512864008789,25.684387610884052,Albania,Sorghum,1.632571846342874
2002,2456.6022252465036,2421.9198103105273,34.4854968284463,Brazil,Rice,3.463452226486827
1992,927.7661268016262,1802.7262358807318,21.61007265801615,Albania,Potatoes,19.944223754207254
1995,1041.7375675957978,1634.3347283400135,30.437456413141668,Albania,Soybean,3.145643898257992
1997,2051.2319552134604,1345.1424791767217,22.694604673778024,Albania,Potatoes,14.167922422443942
2016,2147.6384880499236,2727.2937900252614,22.3960007776006,Australia,Potatoes,15.469269121160952
1998,2171.4791163128602,4026.8432376253722,33.260587329469445,China,Sorghum,2.0150891720331874
2022,2111.5558133723434,1560.6754749357533,32.249146718667035,Albania,Wheat,2.117307894768313
2013,1299.8616074671086,958.5695075435267,29.64501162969936,USA,Soybean,4.14303223299053
2004,1305.5902883302995,2382.664192854601,17.406393832919605,USA,Rice,7.662254100773647
2021,913.489346204268,354.481739820356,23.625210393098513,India,Wheat,4.405503012093326
2021,639.1343597098164,3509.382240587237,15.597430832642125,China,Rice,6.319215185115125
2013,2139.2166623113358,2596.6077488466485,21.097917451163497,India,Maize,5.812792134888571
2001,460.92860072247595,2486.910291784542,22.105326643994765,USA,Potatoes,13.431586395401165
1991,2825.8184030029884,1509.2224439546121,30.791001004233273,USA,Maize,7.21847039286632
1992,2514.721650280064,4524.320453283366,32.40070913312483,Brazil,Potatoes,14.887987673397731
2006,2601.016071880317,461.526596329268,20.365501559911948,Albania,Sorghum,1.7949011357045823
1991,2738.6726809225324,4350.421804346287,10.442611126830931,USA,Wheat,2.2683741225244183
1991,1344.0939180250723,1889.758960055454,31.544345994733867,Australia,Rice,5.472991595781643
2017,2570.762025381123,4404.311344715361,14.356966962534017,Australia,Sorghum,0.5
2012,642.5716408166181,3646.519677078594,25.547049097259837,India,Rice,7.141215499056311
2021,260.5970249030599,529.8119260435711,10.62427251085328,India,Wheat,0.5
2022,2397.69590505878,4159.366069681674,19.987661881514107,Albania,Soybean,1.5679733556623314
1990,409.43061439143,3414.0624001605306,34.649007552883745,Albania,Maize,2.995629209444646
2008,2967.8690685125803,171.18654544758877,12.517340027595077,Brazil,Maize,4.553945088353793
1991,2089.4300028843563,677.1763837272531,20.59232879999106,China,Rice,4.731131175247264
2015,2309.6591886778956,3181.783998620119,17.678748754748803,India,Rice,3.588359398449918
2021,888.2507975780246,3316.376509372622,32.62720308470661,Albania,Rice,5.558282725058708
1995,2086.823102975127,3735.7906498595994,31.73350269768388,India,Wheat,1.903787485198858
2021,321.0158243138802,3604.0245498671597,15.94246900765572,Albania,Soybean,0.5213328722202939
1993,2545.9120157860825,3301.0045738030753,12.029694676260778,USA,Maize,4.17884760271224
2000,674.9474604884028,3833.532119714648,25.678459851527936,India,Sorghum,2.8359754143375877
2006,2152.6025871345573,2879.6776724029405,18.409217797092744,USA,Potatoes,18.358891350503363
2013,828.5454034516393,1311.34901376703,26.802109765151577,India,Wheat,5.012550649298416
1994,391.66887439291963,4562.759302516284,10.802993901695363,China,Maize,2.6608790379044214
2023,1548.182299938304,100.88801435056988,13.334980879437236,Brazil,Soybean,1.7854719224991142
1995,674.0013887638104,1839.1429821587362,27.159305819316085,Australia,Wheat,4.156159809373871
2011,2242.4431673143395,3647.062762554845,15.309266382562445,Australia,Sorghum,1.3484948817934328
2000,865.1843614737576,2141.508645336875,31.43969189406004,Australia,Maize,7.286646602808044
2005,1158.923157460321,133.92369332527142,11.464772192753387,USA,Wheat,3.033228731934695
2022,1788.8299035405241,339.2447065499038,15.387049569639366,Albania,Maize,5.962047824623698
1998,997.9111772164724,3246.70047200006,34.96400621212672,Australia,Maize,7.32300289387876
1995,1258.3667253878925,4824.674351032445,20.826902564669815,China,Soybean,4.243931327382166
2005,2483.7409589130825,2763.79954281415,27.574141588616087,Australia,Potatoes,15.755518315867986
2018,701.787578770872,2538.721511938608,14.566576221425342,India,Soybean,2.3942116530713866
1992,430.1644505494143,1598.4428131507736,25.24671837463844,USA,Maize,6.101353222513635
2009,1119.4017983724539,1290.8864625916551,28.152651709235464,India,Wheat,4.061259447276064
2008,1388.2549476388588,114.71505896386073,17.861915896662765,India,Sorghum,1.9317314513708104
2015,1719.4459899823894,1372.044789525951,30.722427799396943,India,Soybean,3.105552936337593
1992,1242.7863492900196,2251.0610999176097,25.085439461807084,Brazil,Potatoes,22.479913937726305
2008,2411.752760623854,997.7694174142613,19.728075240375755,Brazil,Maize,5.196370204965237
2009,310.0945654717251,445.8664625223318,23.941059833578965,Albania,Sorghum,1.5385893381781366
2021,1408.9491069559622,3591.462057600467,24.419021185898107,USA,Soybean,4.385540917680972
1996,1270.3165610379328,4474.155142649655,14.13838231734665,China,Soybean,2.848068567021764
2022,2013.2197742592052,4684.4926277385575,20.068309246674154,China,Soybean,2.5001070638649274
2007,2905.5735053127087,3093.813655199977,18.585764700487328,China,Soybean,2.864418662836597
1990,1629.051138560814,273.34516717041623,20.02256806447815,India,Sorghum,2.9215964541633395
2000,2963.2551714368174,3706.9045235092494,29.027764712131447,Brazil,Wheat,2.3439838846700423
2017,1046.298305756953,559.375573256813,22.063460186666816,USA,Potatoes,26.12796872590727
2014,286.43077111889085,3352.0431072622414,33.507903830981604,India,Potatoes,11.023558703563358
2012,663.8568689339556,3899.0355203819,17.341910333960904,Brazil,Maize,7.594164953703492
2020,1306.3496773687884,3632.064907024099,20.392589457123226,Brazil,Rice,5.724300723922835
2019,1085.734945727946,4759.9001907480415,29.673920261976036,Australia,Wheat,3.342423785834831
2024,471.7515667534575,3693.3499594922746,23.650614833018757,Australia,Maize,5.367984742070256
1996,1411.4483015340072,3469.1167921292245,23.675703660611195,USA,Maize,11.154094482767157
2005,1146.7241606467755,1316.0984291936809,11.333504075129587,USA,Soybean,2.14188633740786
2015,543.3338172808276,4624.5957453151495,19.964991567961395,USA,Rice,7.718035128428074
1991,1029.127965713345,905.9239152628928,16.76834331054331,India,Rice,3.811566325188369
1990,2682.0209549950932,4525.434091250901,34.98337807077789,Albania,Wheat,1.967986197807381
2001,1045.7368233701525,1570.1860912960929,17.70887676580776,USA,Rice,6.751282254786963
1994,2199.0751850777447,659.516333449567,32.112413369846585,Australia,Maize,5.3730566990591
2021,1913.7318230417156,4135.1483060831415,26.905843376011937,Albania,Rice,5.814948476610409
1998,1396.107254743441,22.452313468137433,18.52291022980226,India,Rice,6.160184244163397
2024,869.2717830502737,4162.120705227345,23.588359459353093,Albania,Potatoes,19.404007091970083
2008,1233.2411581686472,1318.9360918094198,31.013396998729846,China,Maize,10.453817693513072
2005,1857.9001977189198,4424.75915105055,32.084207450772794,Albania,Sorghum,2.1710538254323377
1992,1182.109001298194,3460.48111938548,14.009846875153631,USA,Rice,6.440774075271948
2009,801.7100140078492,3334.2548309244444,18.48932853020424,India,Rice,5.5388786427015075
2013,526.09569689657,1832.9446201925684,18.38057950533929,USA,Soybean,3.017717524928335
2022,2663.3474261467827,306.4208397149472,11.051119901898618,Australia,Rice,2.761890244261975
2013,1432.876332105336,4152.064760045831,24.955943996297414,China,Rice,8.483473066707502
2000,1950.5833008802042,862.8099379308746,31.3705013248047,Australia,Potatoes,21.74477910246139
1997,1573.1490111830547,1867.5706230548135,19.539359695637945,USA,Maize,9.747630231263186
2009,2643.1862514022973,3005.769880690318,28.500898624604424,USA,Wheat,3.330635668239087
2024,1731.4175868549903,2416.4461554175023,25.692510340018497,USA,Maize,11.505065398028593
2014,1546.1879702575172,1001.3165695048771,19.39121838732502,Brazil,Soybean,4.029694218182558
2024,2788.8827731807955,711.6756208425967,13.526494987307426,China,Maize,5.718423904002519
2014,2215.1308689269927,624.9988985289501,27.733096319399184,USA,Rice,5.158969418269618
2018,512.3397405712005,4316.409328681013,31.364129223531013,USA,Soybean,4.17096007713436
2007,697.5724913510794,167.4821498160548,27.146362310037297,Australia,Maize,8.500058745325758
2007,2403.9440162304372,4885.301155403473,10.44696210087045,Australia,Soybean,0.6137333771899212
1991,2540.383699303872,1000.6581650232164,15.405822359774781,USA,Wheat,2.1369970883039575
2024,1726.5343214528302,560.5082614265999,11.736999622088298,India,Maize,7.245938257883946
2005,1752.47463802659,2889.0885573362075,24.259652489405667,Brazil,Sorghum,3.2006378665214785
2022,1969.4122959840447,409.12993012407617,28.91194197101031,Australia,Rice,6.358700137670765
1993,1429.5241679913906,3016.2417831863386,12.764479676716487,India,Soybean,1.5591498690379995
2022,2104.557545754931,4254.626957619929,30.95844551483463,Brazil,Sorghum,1.4853574851349272
2003,503.74752118596393,249.01112712244992,23.88772445988708,USA,Sorghum,3.8075923358652064
2010,2891.581878628682,4001.3443365974354,27.249225303543124,China,Potatoes,19.534190749966637
2009,2300.433506625781,1978.4424305007722,34.285046215216155,Albania,Soybean,1.5017008385874275
1997,1967.2877712252193,805.8582628177378,12.092024706192433,Albania,Sorghum,1.0019317566131694
1996,1085.701759626546,888.7214365346207,32.53060057444473,USA,Potatoes,25.17943357279222
1992,650.6753648788417,4594.635073034189,13.152567399685232,Australia,Sorghum,1.4222466071789823
2006,1346.160298721045,561.9227021839157,19.823970165917057,India,Rice,6.33031193353388
2022,2052.414873607364,4335.246107707128,31.28596740827786,China,Wheat,3.4662005269815452
2001,1974.3872815847105,2725.780658708237,32.65635591844671,Brazil,Potatoes,19.519134847955243
2011,1271.3952341836002,204.890332294031,22.659291838628633,USA,Wheat,4.942114464815729
2011,1917.2019027327633,2327.735967129518,24.85261595688563,China,Soybean,4.866047840456066
2019,2478.4952275891333,4089.07307723674,27.70368336496393,China,Rice,5.96970551487891
1997,273.5973625452998,3633.751910319111,30.818966711317856,Australia,Potatoes,11.212736055750174
2016,1461.738934204772,2449.024264246742,13.037779238441654,Brazil,Soybean,2.2073401985261705
2016,2323.954639707015,4301.648899684123,30.251732705730692,China,Sorghum,1.7086723800985664
2023,1729.2045172974563,610.6201612833462,22.03190376279042,Australia,Maize,8.657213582205006
2010,2024.133046201396,4550.605856427921,21.265585627704226,India,Soybean,2.924381721523922
2019,1646.6938992949576,4233.7416303319105,20.597493799924955,Australia,Wheat,3.199861205177867
2022,2977.248725110471,3544.301360029608,22.730289631151066,India,Rice,6.011548582596391
2017,352.940302169307,4091.259833222459,33.626263834865085,India,Rice,2.88603283060577
2022,1574.9255009626563,2723.639379144903,23.70509431980379,China,Soybean,4.757200083214151
1994,455.9663375206495,3379.060521197358,33.82943845657848,Australia,Sorghum,0.5
2008,647.3995739179973,2807.3843728318166,14.507253265391014,India,Maize,7.010926309975822
1993,1272.5073811711331,1783.588367234667,28.10339947081583,Brazil,Wheat,4.1955684386939405
2024,635.5122562013645,2848.615378832276,30.30598846521868,China,Soybean,4.176880550830277
2006,2898.324064678623,1294.7520093343094,26.978220783371547,Australia,Soybean,3.513028593444708
2017,2851.011374830445,2206.9930624955186,25.17305700566351,Australia,Rice,4.912331327416192
2019,1141.1070094176907,1411.0692822286135,24.120319527154557,Albania,Wheat,4.428059398396372
2018,1991.2935937055026,623.2100694123311,31.5232620644674,Australia,Maize,7.170957353877208
1995,1694.509297662601,1616.0906633856318,30.5411649291125,China,Rice,6.974385853359338
2024,2483.643545444152,4261.416218742005,13.057218029514988,Brazil,Soybean,1.0176816031362526
2013,1956.8477074874381,1911.5930455051055,31.214691425771953,Australia,Rice,6.080503721138101
2018,200.7068725735739,3742.5382083546565,20.351715486011063,Albania,Rice,2.3451161832801346
2020,2336.888279707269,884.2372926484246,16.34242074989527,China,Potatoes,17.587381088790824
2024,2291.1747396291307,2127.8516042465317,31.744214200348146,India,Rice,4.564602375740763
2022,1627.2235755861468,583.131785982531,20.80061999084354,USA,Sorghum,4.019584638897712
2010,2728.173125052551,701.7191062037735,30.209117254420416,USA,Rice,5.150153020018639
2021,2743.6493759331242,3091.0075356514453,16.585090298896112,India,Sorghum,0.5
2012,1666.9526947723123,3041.3342690705654,10.098233035555445,Australia,Wheat,3.0762318985271406
2022,1902.3670473503055,1074.7258177007625,22.38647982257361,USA,Rice,7.736367728285465
1992,2990.2618013890824,2377.3717395011054,12.505706416072107,USA,Maize,5.413566323677063
2007,1036.696657471969,4317.89777321996,28.85939888812274,India,Sorghum,2.6854780346281517
2014,1108.9282784721368,879.2655282956496,16.90187840173526,Australia,Sorghum,2.2075703788795313
2020,711.7669274577897,105.86056003683903,21.091141165086967,Australia,Soybean,3.4950957679709695
1992,2708.4274296420303,3263.455751911226,12.175839127288857,India,Wheat,1.5150241788315986
2013,2284.5674918579457,276.9560583625381,17.166481211181317,Australia,Rice,3.0516383119494166
2021,495.7999768366773,4899.901790476505,29.5372560814643,Australia,Maize,4.161160069938429
2011,2948.948583354304,3052.0052161564163,13.789697797557986,China,Soybean,2.534406506187104
2012,2246.6927828511252,2357.277800691422,26.178989028173934,China,Wheat,4.104781855298014
1991,2581.4619068939287,2155.6627747212906,32.935646320112525,India,Sorghum,1.1104244140248094
2016,334.82220968496256,2869.6225859994875,26.995918993943008,Brazil,Maize,4.328121529126931
1991,1613.8905730380695,462.21593923387246,30.27554223230567,USA,Rice,7.424768373288911
2015,2156.07520283571,4650.795103509284,12.724290732597895,China,Potatoes,17.682617678433356
2006,1720.2504368011557,3131.95392207387,16.26829565005136,USA,Potatoes,25.49343953209309
2022,2066.612903957977,928.0527030784349,32.36347130601477,Albania,Wheat,1.6196135804017153
1998,2490.047378053323,2817.2794582856677,27.87764034045223,India,Maize,6.402292166419182
2018,1248.1437762885494,674.949964106728,25.98884565943278,Brazil,Soybean,4.8138665392232465
2015,2576.272291732387,97.58806061597745,26.5941684030425,Albania,Maize,6.206154973736698
2024,656.1650933428141,3156.2797562178503,20.355013857616086,Albania,Sorghum,2.051794705386978
2014,958.4809540738493,3245.9318759319376,11.11391579044133,Australia,Potatoes,18.354053915340746
2013,321.3677357965122,2922.6459481890433,29.611038551768225,Albania,Wheat,1.785207879627855
2002,1220.395071738703,925.5811897565152,26.967830905383845,India,Rice,6.947292965922054
1996,1263.746725507537,3021.1149938888875,21.820111602818116,China,Maize,9.780095684344753
2009,2454.7576721803025,291.9895952133538,32.49399038420644,India,Potatoes,14.780814016955787
1990,2028.7658768110368,3050.099394303892,18.403991624627473,China,Soybean,2.310111655079016
1997,1422.8231628358665,2774.544925347018,17.3580436057809,Albania,Wheat,2.8801820010921295
2005,2025.919140146495,3279.7216058871068,31.81990812698607,Albania,Rice,3.0884611649917404
2003,347.79338144393523,4478.4232727044455,29.92469136897464,Brazil,Maize,4.880679704186609
2001,704.760300851453,4253.286945145288,22.87449526620862,China,Soybean,4.6866676158833505
2012,1955.453994676914,4903.464415897069,13.26836848644625,Albania,Rice,3.579060312935843
2004,1995.8270938308463,4881.442754353509,15.376786786626312,Australia,Sorghum,2.2587584810232886
2017,2367.577044380796,3863.8752699350257,26.405699760220166,USA,Potatoes,18.69975048440087
2023,1328.3993253500862,4782.533914666863,19.626030946010292,Brazil,Sorghum,3.2911001212206403
1991,2223.1514705252375,4337.746590586668,30.911829791649282,India,Potatoes,15.731930792849937
2021,2115.14493116853,3640.636424975915,33.7488752333051,Brazil,Soybean,2.1551220223447114
2012,2897.5014594355775,386.16743067233847,30.140923131872956,USA,Sorghum,2.0706350492478727
2011,802.3646339891017,254.75894246673994,19.438635574888927,China,Potatoes,25.31688189357996
2014,1744.7027785073906,4189.621841853794,29.7171607307856,India,Wheat,3.9156089549518267
2011,1884.9404379093141,2453.3827307797746,18.786041836767087,India,Soybean,2.955271502931802
2011,2996.214077815818,4074.8873550308554,14.177502194140848,China,Potatoes,17.124774483936683
1995,763.3155980666247,1571.4621705695447,10.834830121646435,Brazil,Maize,6.058174263837152
2004,1665.0104559084182,1994.272793031834,19.6429178190255,Albania,Potatoes,18.925323943088767
2022,1169.318861598189,3503.9317378495402,32.588982592432046,Brazil,Sorghum,1.6052979544751516
1997,1672.5003120211995,4577.480417291145,15.974664693891913,USA,Wheat,4.2353707053499114
1994,849.9600858886967,447.9297576496408,15.162829123244599,Australia,Rice,4.911760577550602
1993,333.31465959696675,4308.775941726685,34.245519631026006,Albania,Rice,1.6551388989813864
